     ,gameId     ,playId ,playDescription                                                ,quarter ,down ,yardsToGo ,possessionTeam ,specialTeamsPlayType ,specialTeamsResult ,kickerId ,returnerId ,kickBlockerId ,yardlineSide ,yardlineNumber ,gameClock ,penaltyCodes ,penaltyJerseyNumbers ,penaltyYards ,preSnapHomeScore ,preSnapVisitorScore ,passResult ,kickLength ,kickReturnYardage ,playResult ,absoluteYardlineNumber ,season ,week ,gameDate   ,gameTimeEastern ,homeTeamAbbr ,visitorTeamAbbr ,is_home_offense ,excitement_score_v1 ,score_diff ,score_diff_ex ,excitement_score_v2 ,gameClockMins ,gameClockSecs ,seconds_left_in_quarter ,seconds_left_in_half ,time_left_ex ,quarter_ex ,excitement_score_v3 ,Downed ,Fair Catch ,Kickoff Team Recovery ,Muffed ,Out of Bounds ,Return ,Touchback ,initial_excitement ,time                    ,x      ,y     ,s     ,a     ,dis  ,o      ,dir    ,event     ,nflId   ,displayName       ,jerseyNumber ,position ,team     ,frameId ,playDirection ,stdX               ,stdY               ,stdDir             ,stdR               ,stdTheta               ,is_off
0    ,2018090600 ,37     ,"J.Elliott kicks 65 yards from PHI 35 to end zone, Touchback." ,1       ,0    ,0         ,PHI            ,Kickoff              ,Touchback          ,44966.0  ,           ,              ,PHI          ,35             ,15:00:00  ,             ,                     ,             ,0                ,0                   ,           ,66.0       ,                  ,40         ,45                     ,2018   ,1    ,09/06/2018 ,20:20:00        ,PHI          ,ATL             ,True            ,0.3914318500573759  ,0.0        ,0.9           ,0.6457159250286879  ,15            ,00            ,900                     ,1800.0               ,0.0          ,0.2        ,0.37285796251434394 ,0.0    ,0.0        ,0.0                   ,0.0    ,0.0           ,0.0    ,1.0       ,0.3666666666666667 ,2018-09-07T01:05:25.800 ,43.76  ,8.1   ,0.07  ,0.09  ,0.01 ,101.93 ,53.28  ,None      ,32361.0 ,Corey Graham      ,24.0         ,FS       ,home     ,1       ,right         ,43.76              ,8.1                ,53.28              ,44.50334369460344  ,0.18302898554141836    ,True
1    ,2018090600 ,37     ,"J.Elliott kicks 65 yards from PHI 35 to end zone, Touchback." ,1       ,0    ,0         ,PHI            ,Kickoff              ,Touchback          ,44966.0  ,           ,              ,PHI          ,35             ,15:00:00  ,             ,                     ,             ,0                ,0                   ,           ,66.0       ,                  ,40         ,45                     ,2018   ,1    ,09/06/2018 ,20:20:00        ,PHI          ,ATL             ,True            ,0.3914318500573759  ,0.0        ,0.9           ,0.6457159250286879  ,15            ,00            ,900                     ,1800.0               ,0.0          ,0.2        ,0.37285796251434394 ,0.0    ,0.0        ,0.0                   ,0.0    ,0.0           ,0.0    ,1.0       ,0.3666666666666667 ,2018-09-07T01:05:25.900 ,43.77  ,8.1   ,0.13  ,0.34  ,0.01 ,95.16  ,73.05  ,None      ,32361.0 ,Corey Graham      ,24.0         ,FS       ,home     ,2       ,right         ,43.77              ,8.1                ,73.05              ,44.5131767008377   ,0.18298809679578065    ,True
2    ,2018090600 ,37     ,"J.Elliott kicks 65 yards from PHI 35 to end zone, Touchback." ,1       ,0    ,0         ,PHI            ,Kickoff              ,Touchback          ,44966.0  ,           ,              ,PHI          ,35             ,15:00:00  ,             ,                     ,             ,0                ,0                   ,           ,66.0       ,                  ,40         ,45                     ,2018   ,1    ,09/06/2018 ,20:20:00        ,PHI          ,ATL             ,True            ,0.3914318500573759  ,0.0        ,0.9           ,0.6457159250286879  ,15            ,00            ,900                     ,1800.0               ,0.0          ,0.2        ,0.37285796251434394 ,0.0    ,0.0        ,0.0                   ,0.0    ,0.0           ,0.0    ,1.0       ,0.3666666666666667 ,2018-09-07T01:05:26.000 ,43.78  ,8.1   ,0.17  ,0.37  ,0.01 ,93.86  ,70.39  ,None      ,32361.0 ,Corey Graham      ,24.0         ,FS       ,home     ,3       ,right         ,43.78              ,8.1                ,70.39              ,44.52300978146019  ,0.18294722611095302    ,True
3    ,2018090600 ,37     ,"J.Elliott kicks 65 yards from PHI 35 to end zone, Touchback." ,1       ,0    ,0         ,PHI            ,Kickoff              ,Touchback          ,44966.0  ,           ,              ,PHI          ,35             ,15:00:00  ,             ,                     ,             ,0                ,0                   ,           ,66.0       ,                  ,40         ,45                     ,2018   ,1    ,09/06/2018 ,20:20:00        ,PHI          ,ATL             ,True            ,0.3914318500573759  ,0.0        ,0.9           ,0.6457159250286879  ,15            ,00            ,900                     ,1800.0               ,0.0          ,0.2        ,0.37285796251434394 ,0.0    ,0.0        ,0.0                   ,0.0    ,0.0           ,0.0    ,1.0       ,0.3666666666666667 ,2018-09-07T01:05:26.100 ,43.8   ,8.11  ,0.27  ,0.57  ,0.02 ,90.17  ,71.53  ,None      ,32361.0 ,Corey Graham      ,24.0         ,FS       ,home     ,4       ,right         ,43.8               ,8.11               ,71.53              ,44.54449573179608  ,0.18308629042604216    ,True
4    ,2018090600 ,37     ,"J.Elliott kicks 65 yards from PHI 35 to end zone, Touchback." ,1       ,0    ,0         ,PHI            ,Kickoff              ,Touchback          ,44966.0  ,           ,              ,PHI          ,35             ,15:00:00  ,             ,                     ,             ,0                ,0                   ,           ,66.0       ,                  ,40         ,45                     ,2018   ,1    ,09/06/2018 ,20:20:00        ,PHI          ,ATL             ,True            ,0.3914318500573759  ,0.0        ,0.9           ,0.6457159250286879  ,15            ,00            ,900                     ,1800.0               ,0.0          ,0.2        ,0.37285796251434394 ,0.0    ,0.0        ,0.0                   ,0.0    ,0.0           ,0.0    ,1.0       ,0.3666666666666667 ,2018-09-07T01:05:26.200 ,43.84  ,8.12  ,0.46  ,1.0   ,0.04 ,88.92  ,75.17  ,None      ,32361.0 ,Corey Graham      ,24.0         ,FS       ,home     ,5       ,right         ,43.84              ,8.12               ,75.17              ,44.585647914996144 ,0.1831434895269871     ,True
5    ,2018090600 ,37     ,"J.Elliott kicks 65 yards from PHI 35 to end zone, Touchback." ,1       ,0    ,0         ,PHI            ,Kickoff              ,Touchback          ,44966.0  ,           ,              ,PHI          ,35             ,15:00:00  ,             ,                     ,             ,0                ,0                   ,           ,66.0       ,                  ,40         ,45                     ,2018   ,1    ,09/06/2018 ,20:20:00        ,PHI          ,ATL             ,True            ,0.3914318500573759  ,0.0        ,0.9           ,0.6457159250286879  ,15            ,00            ,900                     ,1800.0               ,0.0          ,0.2        ,0.37285796251434394 ,0.0    ,0.0        ,0.0                   ,0.0    ,0.0           ,0.0    ,1.0       ,0.3666666666666667 ,2018-09-07T01:05:26.300 ,43.9   ,8.12  ,0.79  ,1.77  ,0.06 ,81.5   ,85.0   ,None      ,32361.0 ,Corey Graham      ,24.0         ,FS       ,home     ,6       ,right         ,43.9               ,8.12               ,85.0               ,44.644645815595844 ,0.18289872818825165    ,True
6    ,2018090600 ,37     ,"J.Elliott kicks 65 yards from PHI 35 to end zone, Touchback." ,1       ,0    ,0         ,PHI            ,Kickoff              ,Touchback          ,44966.0  ,           ,              ,PHI          ,35             ,15:00:00  ,             ,                     ,             ,0                ,0                   ,           ,66.0       ,                  ,40         ,45                     ,2018   ,1    ,09/06/2018 ,20:20:00        ,PHI          ,ATL             ,True            ,0.3914318500573759  ,0.0        ,0.9           ,0.6457159250286879  ,15            ,00            ,900                     ,1800.0               ,0.0          ,0.2        ,0.37285796251434394 ,0.0    ,0.0        ,0.0                   ,0.0    ,0.0           ,0.0    ,1.0       ,0.3666666666666667 ,2018-09-07T01:05:26.400 ,43.99  ,8.13  ,1.02  ,1.96  ,0.09 ,80.01  ,88.64  ,None      ,32361.0 ,Corey Graham      ,24.0         ,FS       ,home     ,7       ,right         ,43.99              ,8.13               ,88.64              ,44.7349639543836   ,0.18275262193108663    ,True
7    ,2018090600 ,37     ,"J.Elliott kicks 65 yards from PHI 35 to end zone, Touchback." ,1       ,0    ,0         ,PHI            ,Kickoff              ,Touchback          ,44966.0  ,           ,              ,PHI          ,35             ,15:00:00  ,             ,                     ,             ,0                ,0                   ,           ,66.0       ,                  ,40         ,45                     ,2018   ,1    ,09/06/2018 ,20:20:00        ,PHI          ,ATL             ,True            ,0.3914318500573759  ,0.0        ,0.9           ,0.6457159250286879  ,15            ,00            ,900                     ,1800.0               ,0.0          ,0.2        ,0.37285796251434394 ,0.0    ,0.0        ,0.0                   ,0.0    ,0.0           ,0.0    ,1.0       ,0.3666666666666667 ,2018-09-07T01:05:26.500 ,44.11  ,8.12  ,1.26  ,2.0   ,0.12 ,80.97  ,91.66  ,None      ,32361.0 ,Corey Graham      ,24.0         ,FS       ,home     ,8       ,right         ,44.11              ,8.12               ,91.66              ,44.85115940530412  ,0.1820471347223554     ,True
8    ,2018090600 ,37     ,"J.Elliott kicks 65 yards from PHI 35 to end zone, Touchback." ,1       ,0    ,0         ,PHI            ,Kickoff              ,Touchback          ,44966.0  ,           ,              ,PHI          ,35             ,15:00:00  ,             ,                     ,             ,0                ,0                   ,           ,66.0       ,                  ,40         ,45                     ,2018   ,1    ,09/06/2018 ,20:20:00        ,PHI          ,ATL             ,True            ,0.3914318500573759  ,0.0        ,0.9           ,0.6457159250286879  ,15            ,00            ,900                     ,1800.0               ,0.0          ,0.2        ,0.37285796251434394 ,0.0    ,0.0        ,0.0                   ,0.0    ,0.0           ,0.0    ,1.0       ,0.3666666666666667 ,2018-09-07T01:05:26.600 ,44.26  ,8.12  ,1.6   ,2.23  ,0.15 ,83.44  ,91.9   ,None      ,32361.0 ,Corey Graham      ,24.0         ,FS       ,home     ,9       ,right         ,44.26              ,8.12               ,91.9               ,44.99868886978819  ,0.18144363957725534    ,True
9    ,2018090600 ,37     ,"J.Elliott kicks 65 yards from PHI 35 to end zone, Touchback." ,1       ,0    ,0         ,PHI            ,Kickoff              ,Touchback          ,44966.0  ,           ,              ,PHI          ,35             ,15:00:00  ,             ,                     ,             ,0                ,0                   ,           ,66.0       ,                  ,40         ,45                     ,2018   ,1    ,09/06/2018 ,20:20:00        ,PHI          ,ATL             ,True            ,0.3914318500573759  ,0.0        ,0.9           ,0.6457159250286879  ,15            ,00            ,900                     ,1800.0               ,0.0          ,0.2        ,0.37285796251434394 ,0.0    ,0.0        ,0.0                   ,0.0    ,0.0           ,0.0    ,1.0       ,0.3666666666666667 ,2018-09-07T01:05:26.700 ,44.46  ,8.12  ,2.08  ,2.87  ,0.2  ,81.11  ,89.41  ,None      ,32361.0 ,Corey Graham      ,24.0         ,FS       ,home     ,10      ,right         ,44.46              ,8.12               ,89.41              ,45.19542012195484  ,0.18064510857230687    ,True
